Experiment,Toponym,Lexical Status,Transparency,Context,Output,Text
Exp2,,Coined,Transparent,Original,"给我两周时间来处理完我的事务，并安排一艘船把我送到洪雾镇。

地名“Floodmist”采用了意译加音义结合的处理思路：将其拆解为“flood”和“mist”两部分，分别对应“洪”和“雾”，既保留原名的意象，又让中文读者能直观理解其含义；同时用“镇”来自然化为中文地名表达。",Give me a fortnight to conclude my affairs and arrange for a ship to carry me to Floodmist.
Exp2,,Coined,Transparent,Original,"他看上去不知怎的更瘦小，也更脆弱了，像是她十五年前在星落城的七神圣堂里嫁给的那个年轻人。  

地名“Starroll”我译作“星落城”，采用了意译加地名化处理：保留“Star”带来的“星/星辰”意象，并用“落”营造出地名感，使其自然像中文中的虚构城名，同时避免生硬音译。","He looked somehow smaller and more vulnerable, like the youth she had wed in the sept at Starroll, fifteen long years gone."
Exp2,,Coined,Transparent,Original,"她在星罗尔认识的那个害羞女孩，已经长成了一个时而骄傲、时而胆怯、时而残忍、时而梦幻、时而鲁莽、时而怯懦、时而固执、时而虚荣，而最重要的是反复无常的女人。

“Starroll” 作为专有地名，我采用了音译“星罗尔”，尽量保留原名的独特性和可识别性，同时使其符合中文读音习惯。","The shy girl she had known at Starroll had grown into a woman who was by turns proud, fearful, cruel, dreamy, reckless, timid, stubborn, vain, and, above all, inconstant."
Exp2,,Coined,Transparent,Original,"她是在他们逃亡九个月后，于温弗利特岛上出生的，当时一场狂暴的夏季风暴正威胁着要把这座岛屿要塞撕裂开来。

地名“Winefleet”我采用了音译“温弗利特”，以保留其专有名词属性和异域感，同时避免擅自意译造成含义偏差；若上下文显示它是虚构地名，这种处理也更自然。","She had been born on Winefleet nine moons after their flight, while a raging summer storm threatened to rip the island fastness apart."
Exp2,,Coined,Transparent,Original,"火把沿着酒舰城的城墙闪烁着，而在外面的营地里，他能看见数百处炊火在燃烧，仿佛一片星辰坠落到了大地上。

地名“Winefleet”我译作“酒舰城”，采用了意译加音义结合的方式：保留其作为专名的感觉，同时用“酒”传达原词中的“Wine”意象，用“舰”呼应“fleet”的船队/舰队含义，并以“城”点明这是一个地名，便于中文读者理解和接受。","Torches flickered along the walls of Winefleet, and in the camp beyond, he could see hundreds of cookfires burning, as if a field of stars had fallen to the earth."
Exp2,,Coined,Transparent,Original,"他说，他的父亲曾是征服湾的一名军械匠，因此他一出生耳边便回荡着钢铁的铿锵声，并且很早就开始习练剑术。

地名“Conquerbay”采用了音义兼顾的处理方式，译为“征服湾”：其中“bay”对应“湾”，而“Conquer”保留其字面含义“征服”，既传达了地名的语义色彩，也保持了专名的异域感。","His father had been an armorer at Conquerbay, he said, so he had been born with the sound of steel ringing in his ears and had taken to swordplay at an early age."
Exp2,,Coined,Transparent,Original,"“这里和康克贝之间有战斗，”他谨慎地说。

译名策略说明：我将 **Conquerbay** 作为地名音译为“康克贝”，以保留专有名词的识别性，同时尽量贴近英文发音；“between here and Conquerbay”则自然译为“这里和康克贝之间”，符合中文表达习惯。","“There is fighting between here and Conquerbay,” he said cautiously."
Exp2,,Coined,Transparent,Original,"下午的阴影又长又黑，太阳红得发胀，像王子的关节一样，直到他们瞥见东边的西德港塔楼。  

地名“Ciderport”采用了音译加意译的处理思路：保留其专名属性，同时用“港”传达其为港口城镇的含义；“西德”则尽量贴近原词读音，兼顾可读性与中文地名习惯。",The shadows of the afternoon were long and dark and the sun was as red and swollen as the prince’s joints before they glimpsed the towers of Ciderport to the east.
Exp2,,Coined,Transparent,Original,"向西，在西德港高大城墙的阴影里，泥砖商铺和没有窗户的棚屋像藤壶附着在桨帆船的船壳上一样，紧紧依偎着城堡。

地名“Ciderport”采用了音义兼顾的译法，译为“西德港”：保留其作为港口城镇的地名特征（“港”），同时用接近原名读音的汉字来传达专名感，便于中文读者识别和记忆。","To the west, in the shadows of Ciderport’s massive walls, mud-brick shops and windowless hovels clung to the castle like barnacles to a galley’s hull."
Exp2,,Coined,Transparent,Original,"小麦、玉米和大麦在它的田野里长得很高，即使在镜悬，南瓜也没有这里的大，果子也没有这里的甜。

地名“Mirrorhang”采用了音意兼顾的处理思路：保留其专名属性，不直接意译成完全普通的汉语词组，同时用“镜悬”传达原词中“Mirror”的“镜”意和“hang”的悬挂、垂挂感，使中文读者既能感受到地名的意象，又能辨认出这是一个专有地名。","Wheat and corn and barley grew high in its fields, and even in Mirrorhang the pumpkins were no larger nor the fruit any sweeter than here."
Exp2,,Coined,Transparent,Original,"镜悬的财富与力量本可以在即将到来的战斗中起到决定性作用。

地名“Mirrorhang”采用了音意兼顾的处理方式，译为“镜悬”：既保留了原名的独特感和可辨识度，又通过“镜”传达“Mirror”的意象，“悬”则保留一种地名式的凝练感，适合中文语境中的虚构地名表达。",The wealth and power of Mirrorhang could have made all the difference in the fighting yet to come.
Exp2,,Coined,Transparent,Original,"上次她见到剑荆镇时，这座城镇已是一片荒凉；它的领主被困在城堡里，平民则死的死、逃的逃，或躲藏了起来。

地名 “Swordthorn” 采用了意译加音义结合的处理思路：其中 “Sword” 译作“剑”，“thorn” 译作“荆”，既保留了原名的意象和奇幻感，也让中文读者能直观感受到这个地名带有尖锐、危险的气质。","When last she had seen Swordthorn, the town had been a desolation, its lord shut up inside his castle, its smallfolk dead or fled or hiding."
Exp2,,Coined,Transparent,Original,"当他们从焦黑的树木中走出来时，太阳半掩在一片云层后面，眼前便是剑荆镇，远处则是海湾的深水。

地名“Swordthorn”采用了意译加音义结合的处理方式：将其译为“剑荆镇”，既保留了原名中“剑”和“thorn（荆棘）”所带来的尖锐、荒凉意象，也让中文读者更容易理解和接受；同时补上“镇”以符合中文地名习惯，使其自然融入句子。","The sun was half-hidden behind a bank of clouds when they emerged from the blackened trees to find Swordthorn before them, with the deep waters of the bay beyond."
Exp2,,Coined,Opaque,Original,"城外，他们带着庞大的牲群扎营，搭起了编织草茎的宫殿，见什么吃什么，随着日子一天天过去，让伊斯普利尼亚的善良百姓愈发焦虑不安。

地名“Isplynia”采用音译为“伊斯普利尼亚”，以尽量保留原名的专有性与异域感，同时符合中文读者对虚构地名的自然接受方式。","Outside the city walls, they camped with their vast herds, raising palaces of woven grass, eating everything in sight, and making the good folk of Isplynia more anxious with every passing day."
Exp2,,Coined,Opaque,Original,"她心想，这里一定比伊斯普利尼亚大上十倍，是一片没有围墙也没有边界的辽阔之地；它宽阔而风吹日晒的街道铺着草和泥土，地面上还铺满了野花。

地名“Isplynia”采用音译为“伊斯普利尼亚”，以保留专有名词的异域感和原文的指称功能，同时避免擅自赋予额外含义；若后文有明确文化背景，也可再根据语境统一调整译法。","She thought it must be ten times as large as Isplynia, a vastness without walls or limits, its broad windswept streets paved in grass and mud and carpeted with wildflowers."
Exp2,,Coined,Opaque,Original,"有一位来自托斯派特的放贷人，拿着花哨的文件之类的东西，请求面见国王，商谈一笔贷款的还款事宜。

地名“Tospyte”采用音译为“托斯派特”，以尽量保留原名的读音和专有名词属性，同时避免误译成具有特定含义的中文词语。","There’s a moneylender from Tospyte, holding fancy papers and the like, requests to see the king about payment on some loan."
Exp2,,Coined,Opaque,Original,"在一次前往托斯派特的航程中，她看着船员们在渐起的狂风里合力收拢一张巨大的绿色船帆时，甚至曾想过，做一名水手该是多么美妙。

地名“Tospyte”采用音译处理为“托斯派特”，以尽量保留原名的读音和专有名词属性，同时避免擅自赋予其中文含义。","Once on a voyage to Tospyte, as she’d watched the crew wrestle down a great green sail in a rising gale, she had even thought how fine it would be to be a sailor."
Exp2,,Coined,Opaque,Original,"“里斯托西亚”里除了尸体什么都不剩了，所以他们正成群涌向乡间，成百上千，可能有几千人，全都又饿又病。

地名“Rystosia”我译作“里斯托西亚”，采用音译为主的策略，尽量保留原名的读音和专有名词特征，同时让中文读者能自然读出。","There’s nothing left in Rystosia but corpses, so they’re pouring out into the countryside, hundreds of them, maybe thousands, all starved and sick."
Exp2,,Coined,Opaque,Original,"这座城市是用黄色砖块而不是红色砖块建成的；除此之外，它简直又是一次里斯托西亚的重现，依旧是那些坍塌的城墙和高耸的阶梯金字塔，以及一只巨大的鹰身女妖高悬在城门之上。

地名“Rystosia”我译作“里斯托西亚”，采用音译，以保留其作为虚构专名的异域感和识别性，同时避免意译造成含义偏移。","The city was built of yellow bricks instead of red; elsewise it was Rystosia all over again, with the same crumbling walls and high stepped pyramids, and a great harpy mounted above its gates."
Exp2,,Coined,Opaque,Original,"不久，我就成了基雷米城里数一数二的窃贼；等我长大些，我又明白了，很多时候，一个人信里的内容比他钱袋里的东西更有价值。

地名“Kyremi”采用音译为“基雷米”，以保留原有专名的异域感和识别性，同时符合中文读者的发音习惯；未意译，是为了避免削弱其作为虚构地名的专有属性。","Soon I was as good a thief as any in Kyremi, and when I was older I learned that often the contents of a man’s letters are more valuable than the contents of his purse."
Exp2,,Coined,Opaque,Original,"最好的玻璃来自基雷米，但一块上好的透明玻璃片其价值堪比同等重量的香料，而绿色和黄色玻璃的效果就没那么好了。

地名“Kyremi”采用音译为“基雷米”，以保留专有名词的原有音感和识别性，同时避免误译为具有具体含义的中文词语。","The best glass came from Kyremi, but a good clear pane was worth its weight in spice, and green and yellow glass would not work as well."
Exp2,,Coined,Opaque,Original,"在斯里凯姆的城墙上，人们敲击锣鼓来宣告她的到来，另一些人则吹响那种奇特的号角，这些号角像巨大的青铜蛇一样缠绕在他们的身上。

地名“ Srikyme ”我采用了音译“斯里凯姆”，以尽量保留原名的异域感和专有名词属性，同时让中文读者能够顺畅读出。","On the walls of Srikyme, men beat gongs to herald her coming, while others blew curious horns that encircled their bodies like great bronze snakes."
Exp2,,Coined,Opaque,Original,"“我很遗憾这么说，但你最好还是彻底离开斯里凯姆，而且越早越好。”

地名“Srikyme”我采用了音译“斯里凯姆”，以保留其专有名词属性和原有异域感，同时避免擅自赋予其中文含义；这种处理也更适合未有固定译名的虚构或不常见地名。","It grieves me to say so, yet it might be best if you left Srikyme entirely, and sooner rather than later."
Exp2,,Coined,Opaque,Original,"“还有人低声说，她不该出现在我的军事会议上，我应该把她送回皮亚基洛斯去，而且把她留在我的帐篷里过夜也是有悖于教义的。”

地名“Piakilos”采用音译为“皮亚基洛斯”，以尽量保留原名的专有性和异域感，同时避免误译其具体含义；在缺乏明确语义背景时，音译通常是最稳妥的处理方式。","Others whisper that she has no place in my war councils, that I ought to send her back to Piakilos, that it is sinful to keep her in my tent of a night."
Exp2,,Coined,Opaque,Original,"来自许多国度的船只都驶向皮亚基洛斯，因此我久久停留，研究远方民族的疗愈之道。

地名“Piakilos”采用音译为“皮亚基洛斯”，保留其专有名词属性与异域感，同时避免误译为具有特定含义的普通词语。","Ships from many lands come to Piakilos, so I lingered long to study the healing ways of distant peoples."
Exp2,,Coined,Opaque,Original,"很久以前，有个青涩的少年从塞多罗克斯来到这里，那是个肩膀宽阔的大男孩，顶着一头浓密的黑发。

地名“ Sedorox ”我采用了音译“塞多罗克斯”，以保留其专有名词属性和异域感，同时尽量让中文读音自然顺口，便于读者识别为一个虚构或外来地名。","Once, long ago, a callow youth had come from Sedorox, a big broad-shouldered boy with a mop of dark hair."
Exp2,,Coined,Opaque,Original,"他们穿过了塞多罗克斯起伏的丘陵，经过层层梯田和小村庄，镇民们焦虑地站在白色灰泥墙顶上注视着他们。

地名“ Sedorox ”采用了音译处理，译为“塞多罗克斯”，以保留其专有名词的独特性和异域感，同时避免意译造成含义偏移。","They crossed the rolling hills of Sedorox, past terraced farms and small villages where the townsfolk watched anxiously from atop white stucco walls."
Exp2,,Coined,Opaque,Original,"来自艾尔里托斯的使节在太阳西沉时抵达；五十名男子骑着威风凛凛的黑马，另有一人骑着一头巨大的白骆驼。

地名“Aelritos”采用音译处理为“艾尔里托斯”，以尽量保留原名的读音和专有名词特征，同时符合中文读者的发音习惯。",The envoys from Aelritos arrived as the sun was going down; fifty men on magnificent black horses and one on a great white camel.
Exp2,,Coined,Opaque,Original,"到第三天结束时，无论你们是否为我打开城门，我都会在艾尔里托斯。

地名“Aelritos”采用了音译处理，保留其专有名词属性与异域感，同时尽量贴近原词的发音结构，避免意译造成地名含义失真。","By the end of the third day, I will be in Aelritos whether you open your gates for me or no."
Exp2,,Coined,Opaque,Original,"等他们来到扎洛科时，她正坐在盐海岸边的河畔，人数已达一百六十三人。

地名“Zaloko”采用音译为“扎洛科”，以保留专有名词的原有指称和异域感，同时符合中文读音习惯，避免意译造成地名含义不明或失真。","By the time they came to Zaloko sitting on the salt coast beside her river, the count stood at one hundred and sixty-three."
Exp2,,Coined,Opaque,Original,"她还有一座城要攻取，沉溺于亲吻和某个雇佣兵那双明亮的蓝眼睛，并不会帮助她攻破扎洛科的城墙。

地名“Zaloko”我译作“扎洛科”，采用音译以保留专有名词的异域感与识别性；同时不额外意译，是为了避免改变其作为虚构地名的中性属性。","She had a city to take, and dreaming of kisses and some sellsword’s bright blue eyes would not help her breach the walls of Zaloko."
Exp2,,Coined,Opaque,Original,"他们把自己精良的盔甲连同金子和真名一起遗弃在了库雷阿瓦斯。

地名“Kureavas”采用音译处理为“库雷阿瓦斯”，以保留其专有名词属性和异域感，同时避免擅自赋予中文语义；这样也更适合奇幻语境中的地名表达。","They had abandoned their own fine armor in Kureavas, along with their gold and their true names."
Exp2,,Coined,Opaque,Original,"等他们到达库雷瓦斯时，西边的天空已呈紫色，东边则已漆黑，星星也开始显现出来。

地名“Kureavas”采用音译处理，译为“库雷瓦斯”，以保留原有专名的读音和识别性；同时不强行意译，避免引入原文未明示的含义。","By the time they reached Kureavas, the sky was purple to the west and black to the east, and the stars were coming out."
Exp3,,Existing,Transparent,Constructed by ChatGPT,"经过数日跋涉，这群人抵达了临冬城，并在继续第二天的旅程之前，花了整个晚上寻找一个歇脚的地方。

地名“Winterfell”采用了意译加专名化的处理，译为“临冬城”，既保留了其作为城镇/城堡名称的地名属性，也传达出原名中“冬天来临、寒冷逼近”的语义氛围。","After several days of travel, the group arrived at Winterfell and spent the evening looking for a place to rest before continuing their journey the next morning."
Exp3,,Existing,Transparent,Constructed by ChatGPT,"这位旅行者在白树短暂停留期间，拜访了当地人以收集信息，并记录了对该地区的观察。

地名“Whitetree”采用了直译策略，译为“白树”，保留其字面含义和专有地名的识别性，同时符合中文读者的理解习惯。",The traveller visited Whitetree to gather information from local sources and record observations about the area during a short stay there.
Exp3,,Existing,Transparent,Constructed by ChatGPT,"商人们带着货物经过泉冠镇，并短暂停留交换补给，然后继续前往下一个目的地。

地名“Queenscrown”采用了意译加音义结合的处理方式：将其译为“泉冠镇”，既保留了原名中“crown”的“冠”意象，也用“泉”来体现地名的自然感与中文地名习惯；同时加上“镇”使其更符合中文语境中的地名表达。",Merchants passed through Queenscrown while carrying goods and stopped briefly to exchange supplies before moving on toward their next destination.
Exp3,,Existing,Transparent,Constructed by ChatGPT,"研究人员前往海鸥镇考察可用材料，并花了几天时间审阅他们在实地工作中收集的笔记。

地名“Gulltown”采用了意译处理：将“gull”译为“海鸥”，“town”译为“镇”，既保留了原名的语义特征，也符合中文地名的自然表达习惯。",The researchers travelled to Gulltown to examine available materials and spent several days reviewing notes collected during their field work.
Exp3,,Existing,Transparent,Constructed by ChatGPT,"游客在旅途中抵达了奔流城，并在短暂停留期间四处游览了周边环境，没有制定任何超出这次临时访问的长期计划。

地名“Riverrun”采用了意译加音义兼顾的处理方式，译为“奔流城”，既保留了原名中“river/奔流”的意象，也通过“城”体现其作为地点名称的属性，使中文读者更容易理解并保持一定的文学感。",Visitors arrived at Riverrun during their journey and explored the surroundings without making any long-term plans beyond their temporary visit.
Exp3,,Existing,Transparent,Constructed by ChatGPT,"一群旅人曾在龙石岛附近停留了一段时间，为下一段行程做准备。

地名“Dragonstone”采用了意译加专名化的方式，译为“龙石岛”，既保留了原名的意象，也符合中文地名习惯；“near”则译作“附近”，使句子自然流畅。",A group of travellers stayed near Dragonstone for a while as they prepared for the next stage of their route.
Exp3,,Existing,Transparent,Constructed by ChatGPT,"制图师在收到最近经过该地区的旅人提供的细节后，便在一份记录上标出了苦桥。

地名“Bitterbridge”采用了直译加意译的方式处理为“苦桥”，既保留了原名的语义构成，也符合中文地名的自然表达习惯，便于读者理解和接受。",The mapmaker marked Bitterbridge on a record after receiving details from travellers who had recently passed through the area there.
Exp3,,Existing,Transparent,Constructed by ChatGPT,"访客经过长途跋涉抵达了阳矛城，并花了一些时间观察日常活动，之后才决定何时再次离开。

地名“Sunspear”采用了意译处理，译为“阳矛城”，保留其字面意象与地名感，同时用“城”增强其作为地点名称的自然性。",The visitor reached Sunspear after a long journey and spent time observing daily activities before deciding when to leave again.
Exp3,,Existing,Transparent,Constructed by ChatGPT,"人们在旅行途中常常会在高庭停留，把这里当作一个歇脚、会见他人并在之后继续行程的地方。

地名“Highgarden”采用了意译加音义兼顾的方式，译为“高庭”，既保留了原名中“High”和“garden”所传达的高处、庄园式空间感，也符合中文地名常见的简洁、庄重风格。","People often stopped at Highgarden during their travels, using the location as a place to pause, meet others, and continue their plans afterward."
Exp3,,Existing,Transparent,Constructed by ChatGPT,"作者在收集了多位在旅途中到访过该地的旅行者的描述后，将海鸥镇写入了一份报告中。

地名“Maidenpool”采用了意译处理，译为“海鸥镇”，以保留其作为地名的自然感和可读性；同时结合英文构词中“maiden”和“pool”的语义联想，尽量让中文读者直观理解并接受这一专名。",The writer included Maidenpool in a report after collecting descriptions from various travellers who had visited the location during their journeys.
Exp3,,Existing,Transparent,Constructed by Gemini,"这段旅程漫长而疲惫，但旅行者们终于在黄昏前抵达了临冬城的郊外。他们在主路附近扎营，希望第二天早晨能补充些新鲜补给，然后继续向东前行。

地名“Winterfell”采用了音义兼顾的译法，译为“临冬城”：既保留了专名的识别度，又通过“临冬”传达出其寒冷、逼近冬季的意象，“城”则点明其为城镇/城堡类地名，符合中文读者的理解习惯。","The journey had been long and exhausting, but the travelers finally reached the outskirts of Winterfell just before dusk. They set up camp near the main road, hoping to gather fresh supplies in the morning before continuing their journey eastward."
Exp3,,Existing,Transparent,Constructed by Gemini,"当地商人们经常把他们的货物装进结实的货车里，为季节性的贸易路线做准备。他们大部分手工制品都打算运往白树镇，在那里他们希望赚到足够的利润，撑过接下来的几个月。

地名“Whitetree”采用了意译加音义兼顾的处理方式，译为“白树镇”。这样既保留了原名的字面意象“white tree”，也通过“镇”补足了中文语境中对地点的自然表达，使其更像一个具体地名而非普通名词。","Local merchants regularly gathered their goods into sturdy wagons to prepare for the seasonal trade route. Most of their handcrafted wares were destined for Whitetree, where they expected to secure enough profit to last through the coming months."
Exp3,,Existing,Transparent,Constructed by Gemini,"在档案中查阅旧记录时，这位学者偶然发现了几处提及一项在奎恩斯克朗签署的条约。尽管文件中缺少具体日期，但签名表明这是一项涉及地区边界的重要协议。

地名“Queenscrown”采用音译处理为“奎恩斯克朗”，以尽量保留原名的专有性和辨识度，同时避免误译其含义；这种做法适用于缺乏明确中文惯用译名的虚构或不常见地名。","While reviewing the old records in the archives, the scholar stumbled upon several references to a treaty signed in Queenscrown. Although the document lacked specific dates, the signatures indicated it was a significant agreement concerning regional borders."
Exp3,,Existing,Transparent,Constructed by Gemini,"为这群疲惫不堪的人来说，首要关切是找到一个安全的地方休息。他们决定，在谷地镇的一家客栈里安静地住上几天，能让每个人恢复体力，并修理受损的装备。

地名 “Gulltown” 采用了意译处理，译为“谷地镇”，以保留其作为城镇名称的语义感和中文可读性，同时避免生硬的音译。",Finding a secure place to rest was the primary concern for the weary group. They decided that spending a few quiet days at an inn located in Gulltown would allow everyone to recover their strength and repair their damaged equipment.
Exp3,,Existing,Transparent,Constructed by Gemini,"在一年一度的节庆时节，许多家庭长途跋涉去探望远方的亲戚。村里有相当一部分人收拾好行装，前往河溪镇，与多年未见的亲人团聚。

地名“Riverrun”采用了意译处理，译为“河溪镇”，以保留其由“river”和“run”构成的自然地理联想，同时让中文读者更容易理解其作为地名的含义与氛围。","During the annual festival season, many families traveled great distances to visit their distant relatives. A significant number of the villagers packed their belongings and headed toward Riverrun to reunite with loved ones they had not seen for years."
Exp3,,Existing,Transparent,Constructed by Gemini,"在决定是时候寻找一个新的安身之处后，这些家庭收拾起了他们的必需物品。他们聚集起剩余的资源，开始悄然迁往龙石岛，希望在那里获得更好的机会，迎来一个新的开始。

地名“Dragonstone”采用了意译加音义兼顾的方式译为“龙石岛”：其中“Dragon”对应“龙”，“stone”对应“石”，并补上“岛”以符合地名语境和中文习惯，既保留原名意象，也让读者容易理解。","After deciding it was time to find a new place to settle, the families packed up their essential belongings. They gathered their remaining resources and began the quiet migration toward Dragonstone, hoping for better opportunities and a fresh start."
Exp3,,Existing,Transparent,Constructed by Gemini,"信使将密封的信件牢牢地装进了系在马鞍上的防水袋里。最紧急的那封信是寄给一位目前住在苦桥的联络人的，因此要求骑手保持稳定而不懈的速度前进。

地名“Bitterbridge”采用了意译，译为“苦桥”，以保留原名的语义色彩和地名感，同时让中文读者更容易理解其字面含义。","The courier secured the sealed letters tightly in the waterproof pouch attached to the saddle. The most urgent message was addressed to a contact currently residing in Bitterbridge, requiring the rider to maintain a steady and relentless pace."
Exp3,,Existing,Transparent,Constructed by Gemini,"测量员们小心地调整仪器，以记录边界线上的新测量数据。他们在那张大羊皮地图上标注了更新后的坐标，确保通往阳戟城的准确距离被以绝对精确的方式记录下来，以供日后查阅。

地名 “Sunspear” 采用了意译处理，译为“阳戟城”，以保留其作为专有地名的辨识度，同时传达英文原名中“sun”和“spear”所带来的意象感与奇幻风格。","The surveyors carefully adjusted their instruments to record the new measurements along the boundary line. They marked the updated coordinates on the large parchment map, ensuring the exact distance to Sunspear was documented with absolute precision for future reference."
Exp3,,Existing,Transparent,Constructed by Gemini,"当地民兵接到命令，将他们常规巡逻路线进一步向外扩展。一支小分队被派去监视通往高庭的主路，检查过往的货车和旅人，以确保这条大道上的通行安全。

地名“Highgarden”采用了意译处理，译为“高庭”，保留了原名的意象与专名感，同时符合中文地名常见的简洁、庄重风格。","The local militia received orders to expand their regular patrol routes further outward. A small detachment was assigned to monitor the main path leading to Highgarden, checking the passing wagons and travelers to ensure safe passage along the thoroughfare."
Exp3,,Existing,Transparent,Constructed by Gemini,"知道他们已无法再安全地留在该地区，逃亡者们便在夜色掩护下悄然离去。他们的首要目标是抵达处女滩，同时不引起任何不必要的注意，也不留下可供他人追踪的踪迹。

地名“Maidenpool”采用了音义兼顾的译法，译为“处女滩”：一方面保留了专名的辨识度，另一方面也尽量传达其字面意象，符合中文中对虚构地名常见的处理策略。","Knowing they could no longer remain safely in the area, the fugitives quietly slipped away under the cover of darkness. Their primary objective was to reach Maidenpool without attracting any unwanted attention or leaving a trail for anyone to follow."
Exp3,,Existing,Opaque,Constructed by ChatGPT,"经过数日跋涉，这一行人抵达了潘托斯，并在继续第二天的旅程之前，花了整个夜晚寻找歇脚的地方。

地名“Pentos”采用音译为“潘托斯”，因为它是专有地名，通常以保留原有读音为主，便于识别和保持作品中的设定一致性。","After several days of travel, the group arrived at Pentos and spent the evening looking for a place to rest before continuing their journey the next morning."
Exp3,,Existing,Opaque,Constructed by ChatGPT,"这位旅行者前往布拉佛斯，从当地来源收集信息，并在短暂停留期间记录了对该地区的观察。

地名“Braavos”采用音译为“布拉佛斯”，以保留专有名词的识别性和原有指称；同时不额外意译，避免改变其作为虚构地名或专名的性质。",The traveller visited Braavos to gather information from local sources and record observations about the area during a short stay there.
Exp3,,Existing,Opaque,Constructed by ChatGPT,"商人们经过渊凯时携带着货物，并短暂停留交换补给，然后继续前往下一个目的地。

地名“Astapor”我译作“渊凯”，采用音译并兼顾中文读者的可读性与奇幻语境中的专名习惯；这样既保留专有名词属性，也便于在中文中自然呈现。",Merchants passed through Astapor while carrying goods and stopped briefly to exchange supplies before moving on toward their next destination.
Exp3,,Existing,Opaque,Constructed by ChatGPT,"研究人员前往米尔考察可用材料，并花了几天时间审阅他们在实地工作中收集的笔记。

地名“Myr”采用音译为“米尔”，因为这是一个专有地名，通常优先保留其原有读音，以便在中文中保持识别性和一致性。",The researchers travelled to Myr to examine available materials and spent several days reviewing notes collected during their field work.
Exp3,,Existing,Opaque,Constructed by ChatGPT,"游客在旅途中抵达了夸特，并在短暂停留期间游览了周边地区，没有为长期逗留做任何计划。  
地名“Qarth”采用音译为“夸特”，以保留专有名词的独特性和异域感，同时避免意译造成含义偏移。",Visitors arrived at Qarth during their journey and explored the surroundings without making any long-term plans beyond their temporary visit.
Exp3,,Existing,Opaque,Constructed by ChatGPT,"一群旅人曾在亚夏附近停留了一段时间，为下一段行程做准备。

地名“Asshai”采用音译为“亚夏”，以保留专有名词的独特性和异域感，同时符合中文读者的发音习惯。",A group of travellers stayed near Asshai for a while as they prepared for the next stage of their route.
Exp3,,Existing,Opaque,Constructed by ChatGPT,"制图师在收到最近经过该地区的旅行者提供的细节后，便在一份记录上标出了诺沃斯。

地名“Norvos”采用音译为“诺沃斯”，以保留专有名词的识别性和原有地名色彩，同时符合中文读音习惯。",The mapmaker marked Norvos on a record after receiving details from travellers who had recently passed through the area there.
Exp3,,Existing,Opaque,Constructed by ChatGPT,"访客经过长途跋涉抵达渊凯，在决定何时再次启程之前，花了一段时间观察日常活动。

地名“Yunkai”译为“渊凯”，采用音译为主的方式，以尽量保留专有地名的原有读音和识别度，同时使其符合中文书写习惯。",The visitor reached Yunkai after a long journey and spent time observing daily activities before deciding when to leave again.
Exp3,,Existing,Opaque,Constructed by ChatGPT,"人们在旅行途中常常会在弥林停留，把这里当作一个歇脚、会见他人并在之后继续行程的地方。

地名“Meereen”采用音译为“弥林”，以保留专有名词的识别性和原作中的异域感，同时符合中文读者对该地名的常见音译习惯。","People often stopped at Meereen during their travels, using the location as a place to pause, meet others, and continue their plans afterward."
Exp3,,Existing,Opaque,Constructed by ChatGPT,"作者在收集了多位旅途中曾到访该地的旅行者的描述后，将瓦兰提斯写入了一份报告中。

地名“Volantis”采用了音译“瓦兰提斯”，以保留专有名词的识别性和异域感，同时避免误译为普通词汇；在中文语境中，这种处理也更符合虚构地名或专名的常见译法。",The writer included Volantis in a report after collecting descriptions from various travellers who had visited the location during their journeys.
Exp3,,Existing,Opaque,Constructed by Gemini,"这段旅程漫长而疲惫，但旅行者们终于在黄昏前抵达了潘托斯城郊。他们在主路附近扎营，希望第二天早晨能补充些新鲜补给，然后继续向东前行。

地名“Pentos”采用音译为“潘托斯”，以保留其专有名词属性和奇幻世界中的独特感，同时避免意译造成的地理与文化信息偏移。","The journey had been long and exhausting, but the travelers finally reached the outskirts of Pentos just before dusk. They set up camp near the main road, hoping to gather fresh supplies in the morning before continuing their journey eastward."
Exp3,,Existing,Opaque,Constructed by Gemini,"当地商人们经常把货物装进结实的货车里，准备踏上季节性的贸易路线。他们大部分手工制品都打算运往布拉佛斯，在那里他们希望赚到足够的利润，撑过接下来的几个月。

地名“Braavos”采用音译为“布拉佛斯”，以保留专有名词的识别性和原有异域感，同时符合中文读者的阅读习惯。","Local merchants regularly gathered their goods into sturdy wagons to prepare for the seasonal trade route. Most of their handcrafted wares were destined for Braavos, where they expected to secure enough profit to last through the coming months."
Exp3,,Existing,Opaque,Constructed by Gemini,"在查阅档案中的旧记录时，这位学者偶然发现了几处提及在阿斯塔波签署的一项条约。尽管该文件缺少具体日期，但签名表明这是一项涉及地区边界的重要协议。

地名“Astapor”采用音译为“阿斯塔波”，以尽量保留原名的读音和专有名词属性，同时避免误译为具有特定含义的中文词语。","While reviewing the old records in the archives, the scholar stumbled upon several references to a treaty signed in Astapor. Although the document lacked specific dates, the signatures indicated it was a significant agreement concerning regional borders."
